anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
212,Project A-Ko,UNKNOWN,プロジェクトＡ子,6.85,"Action, Adventure, Comedy, Sci-Fi","Sixteen years after its destruction by a meteor, Graviton City has been rebuilt into a futuristic metropolis. However, this is of little concern to superpowered high school student Eiko Magami, who only cares about her best friend Shiiko Kotobuki and arriving at school on time. Unfortunately, the incredibly intelligent Biko Daitokuji intends to befriend Shiiko, taking Eiko's place as the Shiiko's best friend using any means she can.

Biko decides that, to accomplish this, she must defeat Eiko in combat. In order to overcome her super strength and speed, Biko creates a mecha and challenges Eiko in front of their school gate. As the two commence their battle, an extremely large spaceship hovers over Earth, searching for something left behind.",Movie,1.0,"Jun 21, 1986",UNKNOWN,Finished Airing,Soeishinsha,"Central Park Media, Discotek Media",APPP,Original,1 hr 23 min,PG-13 - Teens 13 or older,4615.0,4610,123,8219.0,19646,https://cdn.myanimelist.net/images/anime/2/58391.jpg
213,Pia Carrot e Youkoso!!,Welcome to Pia Carrot,Piaキャロットへようこそ!!,5.94,"Comedy, Hentai","Yusuke Kinoshita is forced by his father to work at his restaurant Pia Carrot all summer due to his bad grades in school. What first seems to be a boring job becomes a memorable experience due to his interactions with his co-workers and his boss. 

(Source: ANN)",OVA,3.0,"Oct 24, 1997 to Apr 24, 1998",UNKNOWN,Finished Airing,Pink Pineapple,NuTech Digital,Triple X,Visual novel,27 min per ep,Rx - Hentai,UNKNOWN,8947,3,1266.0,3582,https://cdn.myanimelist.net/images/anime/1111/116093.jpg
214,Pia Carrot e Youkoso!! 2,Welcome To Pia Carrot 2,Piaキャロットへようこそ!! 2,6.07,"Comedy, Romance, Hentai","Yusuke (from the first Pia Carrot series) returns as the manager with a whole new cast. So the new male lead is Maeda Koji. Despite being late after an ""accident,"" Koji manages to get the job as the Carrot's waiter because he's very persistent. Included within the set are Azusa (the female lead who hates Koji for his perversion), Ryoko (the manager who's sweet on Koji by working him very hard), Aoi (the token alcoholic), Jun (the secret-hiding waitor), and Mina (Azusa's cute little sister). Pia Carrot 2 is served up as a romantic comedy, with a side of hentai.

(Source: ANN)",OVA,3.0,"Oct 23, 1998 to Apr 23, 1999",UNKNOWN,Finished Airing,Pink Pineapple,NuTech Digital,Triple X,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,10014,5,912.0,2472,https://cdn.myanimelist.net/images/anime/1610/116094.jpg
215,Pia Carrot e Youkoso!! 2 DX,UNKNOWN,Pia キャロット へ ようこそ!! 2 DX,6.19,"Comedy, Romance","Kouji wants to work part-time, so, when he saw a cute girl with the Pia Carrot uniform, he tried to get a job there. When he's on the way, he accidentally bumped Azusa, and with some misunderstanding, they literally hate each other. What is the surprise of Kouji when he finds that she also got a job in the Pia Carrot, facing her daily. But as time passes, he will discover that 'hate' is not the appropriate word to describe his feelings...

(Source: ANN)",OVA,6.0,"Dec 18, 1999 to Oct 25, 2000",UNKNOWN,Finished Airing,UNKNOWN,Sentai Filmworks,Garyuu Studio,Visual novel,28 min per ep,PG-13 - Teens 13 or older,7919.0,9879,2,996.0,2592,https://cdn.myanimelist.net/images/anime/11/50781.jpg
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Welcome to Pia Carrot! Sayaka's Love Story,Pia キャロットへようこそ！！劇場版～さやかの恋物語～,5.81,"Comedy, Romance","High schoolers Sayaka Takai and Akihiko Kannazuki work together at a restaurant chain ""Pia Carrot."" Both are interested in each other, but before either could make a move Sayaka was temporarily rotated to the newly established branch at a beach resort. While waitress girls at this new location did their best to confront harassment, make new friends, and attract new customers by attending a beauty contest, Sayaka's feeling for Akihiko never stops and has become stronger and stronger.

(Source: ANN)",Movie,1.0,"Oct 19, 2002",UNKNOWN,Finished Airing,"Bones, Geneon Universal Entertainment",UNKNOWN,I-move,Visual novel,47 min,PG-13 - Teens 13 or older,9671.0,9592,1,1133.0,2878,https://cdn.myanimelist.net/images/anime/1860/116096.jpg
217,Shin Angel,New Angel,新エンジェル,6.17,"Comedy, Drama, Romance, Hentai","Kousuke is a high school student. He just recently found out that his childhood friend Shizuka (whom he has a crush on) is now going to his high school. However, they haven't seen each other since they were five and much has changed. They don't like each other at first but they accept each other's differences and continue their friendship. They go on with their lives until small events start to escalate and they start to show affection for each other. In the meantime, Kousuke's good heart, lechery and luck lead him into the beds of various other young women, in his attempts to solve their problems. 

(Source: ANN)",OVA,5.0,"Oct 21, 1994 to Nov 22, 1995",UNKNOWN,Finished Airing,Pink Pineapple,SoftCel Pictures,Arms,Manga,33 min per ep,Rx - Hentai,UNKNOWN,9307,11,995.0,3175,https://cdn.myanimelist.net/images/anime/1268/119710.jpg
218,Kidou Senkan Nadesico,Martian Successor Nadesico,機動戦艦ナデシコ,7.49,"Action, Romance, Sci-Fi","Akito doesn't want to fight. Despite a childhood spent on the anime Gekiganger 3, a Mecha show, he'd rather cook than pilot a Mecha. Fate intervenes when his home on Mars is destroyed, and he is transported instantly to the Earth, mysteriously. He has questions no one can answer fully, but follows a girl from a chance meeting in hopes to discover any. The girl, Yurika, is captain of the private battleship Nadesico, and in order to follow her, he enlists as their cook. Possessing the nanite implants that allow to control mechas, he's a handy backup pilot for the mechas of the Nadesico. He joins a crew bent on avenging Mars that seems to be composed of only misfits, otakus, and ditzes; however, in reality, they are handpicked experts. They take their own private war back to Mars to face the harsh reality that life may not always be like a Giant Mecha series.

(Source: ANN)",TV,26.0,"Oct 1, 1996 to Mar 25, 1997",fall 1996,Finished Airing,"TV Tokyo, Starchild Records, Yomiko Advertising, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,23 min per ep,PG-13 - Teens 13 or older,1746.0,2844,449,19385.0,52289,https://cdn.myanimelist.net/images/anime/3/53955.jpg
219,Kidou Senkan Nadesico: The Prince of Darkness,Martian Successor Nadesico: The Prince of Darkness,機動戦艦ナデシコ The prince of darkness,6.73,"Action, Award Winning, Drama, Sci-Fi","Two years have passed since the end of the ""Martian Successor Nadesico."" Akito and Yurika have disappeared. The Jovians and the Earthlings have joined forces and Ruri is now captain of Nadesico B. As the popularity of Boson Jumping grows, a vast transportation network has been developed. Dubbed the Hisago Plan, this network of Chulip portals holds the answers to the mysteries behind Bose particles and their power. If those secrets should fall into the wrong hands, it could mean big trouble. And big trouble there is. A Martian splinter group has launched an offensive, leaving the United Forces befuddled and desperate. So much so, in fact, that the former crew of the Nadesico is called back to active duty for a special unsanctioned mission-to save us all. Does this menagerie of misfits have what it takes? Who will win the race for the Boson technology? And what the heck happened to Akito and Yurika?",Movie,1.0,"Aug 1, 1998",UNKNOWN,Finished Airing,"Production I.G, TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,1 hr 19 min,R - 17+ (violence & profanity),5152.0,5032,32,8126.0,15786,https://cdn.myanimelist.net/images/anime/10/51253.jpg
220,Kuro no Danshou,Mystery of the Necronomicon,黒の断章,5.62,"Horror, Hentai","While vacationing with his adopted daughter, Private Detective Susuki becomes trapped in a secluded ski resort with a few other vacationers after a storm closes the place down. All is well until one of the guests is found brutally murdered. Being the good investigator he is, Susuki gets to work to find the killer. While digging for the killer, Susuki uncovers a lot of dirt on the other guests and even finds out a thing or two about his own past. But, as Susuki struggles to find the killer, the other guests start to point the finger at him. 

(Source: AniDB)",OVA,4.0,"Oct 29, 1999 to Sep 25, 2000",UNKNOWN,Finished Airing,Discovery,"Central Park Media, Critical Mass Video",JOF,Visual novel,31 min per ep,Rx - Hentai,UNKNOWN,9652,9,948.0,2820,https://cdn.myanimelist.net/images/anime/10/29841.jpg
221,Mezzo Forte,UNKNOWN,メゾフォルテ,6.62,"Action, Comedy, Sci-Fi, Hentai","For some individuals, baseball is more than just a game. Momokitchi Momoi, an underworld boss and the owner of a professional team known as the ""Peach Twisters,"" seems to be the perfect example. There is only one punishment for players who have let him down: death. Terrible as he may sound, there is someone even more wicked than him—his daughter, Momomi.

The three members of the Danger Service Agency—Mikura Suzuki, Tomohisa Harada, and Kenichi Kurokawa—are tasked with kidnapping Momokitchi and taking down his criminal empire. Surrounded by armed bodyguards, he is bound to be a risky target. However, born with a gun in hand, Mikura is used to dancing with danger. The only unknown quantity is Momomi, reputed to be a cold-blooded killer with a twisted mind. Should she stand in the DSA's way, Suzuki might finally find herself a worthy opponent.",OVA,2.0,"May 25, 2000 to Jun 25, 2001",UNKNOWN,Finished Airing,Green Bunny,"Media Blasters, SoftCel Pictures",Arms,Original,30 min per ep,Rx - Hentai,UNKNOWN,3720,91,14871.0,31422,https://cdn.myanimelist.net/images/anime/6/37391.jpg
222,Mezzo DSA,UNKNOWN,メゾ,6.65,"Action, Adventure, Comedy, Mystery, Sci-Fi","Mikura, Kurokawa, and Harada are the 3 members of the Danger Service Agency (DSA). Mikura is the brawns of the group, Harada is the brains, and Kurokawa is just a bitter ex-cop that likes to think he's in charge. They'll take on any job as long as it involves lots of danger and, of course, money. If you want to live long enough to eat dinner, you better not cross them. Their biggest case, however, could prove to be finding out why someone wants Kurokawa assassinated. 

(Source: ANN)",TV,13.0,"Jan 4, 2004 to Mar 28, 2004",winter 2004,Finished Airing,"Pierrot, Shochiku, Memory-Tech, Happinet Pictures","ADV Films, Sentai Filmworks",Arms,Original,25 min per ep,R+ - Mild Nudity,5603.0,4413,51,8330.0,21598,https://cdn.myanimelist.net/images/anime/9/3235.jpg
223,Dragon Ball,Dragon Ball,ドラゴンボール,7.96,"Action, Adventure, Comedy, Fantasy","Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.

They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.",TV,153.0,"Feb 26, 1986 to Apr 12, 1989",winter 1986,Finished Airing,Fuji TV,"Funimation, Harmony Gold",Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,640.0,149,14998,640286.0,989241,https://cdn.myanimelist.net/images/anime/1887/92364.jpg
